brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,clean_title_missing,vehicle_age,milage_bin,brand_model,model_year_milage,log_price,brand_model_year,brand_milage,fuel_type_milage,brand_clean_title_missing,fuel_type_clean_title_missing,accident_clean_title_missing,brand_fuel_type,accident_clean_title
BMW,M4 Base,2019,57800,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,None reported,Yes,55999,0,5,50k-100k,BMW_M4 Base,116698200,10.933089112414988,BMW_2019,BMW_57800,Gasoline_57800,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
Toyota,GR Corolla Circuit Edition,2023,952,Gasoline,300.0HP 1.6L 3 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,49950,0,1,<50k,Toyota_GR Corolla Circuit Edition,1925896,10.8187777840767,Toyota_2023,Toyota_952,Gasoline_952,Toyota_0,Gasoline_0,None reported_0,Toyota_Gasoline,None reported_Yes
Audi,RS 5 2.9T,2019,21240,Gasoline,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,59950,0,5,<50k,Audi_RS 5 2.9T,42883560,11.00126616045566,Audi_2019,Audi_21240,Gasoline_21240,Audi_0,Gasoline_0,At least 1 accident or damage reported_0,Audi_Gasoline,At least 1 accident or damage reported_Yes
Porsche,Cayenne Base,2019,59338,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,42499,0,5,50k-100k,Porsche_Cayenne Base,119803422,10.657235825223923,Porsche_2019,Porsche_59338,Gasoline_59338,Porsche_0,Gasoline_0,None reported_0,Porsche_Gasoline,None reported_Yes
Lamborghini,Huracan Tecnica Coupe,2023,255,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,BLU ELEOS,Nero Ade,None reported,Unknown,359991,1,1,<50k,Lamborghini_Huracan Tecnica Coupe,515865,12.793834310119788,Lamborghini_2023,Lamborghini_255,Gasoline_255,Lamborghini_1,Gasoline_1,None reported_1,Lamborghini_Gasoline,None reported_Unknown
Maserati,Quattroporte S,2019,23230,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,44999,0,5,<50k,Maserati_Quattroporte S,46901370,10.714395546283317,Maserati_2019,Maserati_23230,Gasoline_23230,Maserati_0,Gasoline_0,None reported_0,Maserati_Gasoline,None reported_Yes
Jaguar,XF 35t R-Sport,2017,48000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,30000,0,7,<50k,Jaguar_XF 35t R-Sport,96816000,10.308952660644293,Jaguar_2017,Jaguar_48000,Gasoline_48000,Jaguar_0,Gasoline_0,At least 1 accident or damage reported_0,Jaguar_Gasoline,At least 1 accident or damage reported_Yes
Lexus,ES 330 Base,2005,41059,Gasoline,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,11100,0,19,<50k,Lexus_ES 330 Base,82323295,9.314700387300425,Lexus_2005,Lexus_41059,Gasoline_41059,Lexus_0,Gasoline_0,None reported_0,Lexus_Gasoline,None reported_Yes
Land,Rover Discovery Sport SE R-Dynamic,2020,21240,Gasoline,2.0 Liter,Automatic,White,Black,None reported,Unknown,37998,1,4,<50k,Land_Rover Discovery Sport SE R-Dynamic,42904800,10.545288805744486,Land_2020,Land_21240,Gasoline_21240,Land_1,Gasoline_1,None reported_1,Land_Gasoline,None reported_Unknown
Porsche,Cayman GTS,2015,11500,Gasoline,340.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,–,None reported,Yes,72000,0,9,<50k,Porsche_Cayman GTS,23172500,11.184421397998193,Porsche_2015,Porsche_11500,Gasoline_11500,Porsche_0,Gasoline_0,None reported_0,Porsche_Gasoline,None reported_Yes
Genesis,G90 3.3T Premium,2021,9950,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Blue,None reported,Yes,53950,0,3,<50k,Genesis_G90 3.3T Premium,20108950,10.895812970686281,Genesis_2021,Genesis_9950,Gasoline_9950,Genesis_0,Gasoline_0,None reported_0,Genesis_Gasoline,None reported_Yes
Volkswagen,Golf R 20th Anniversary Edition,2023,633,Gasoline,315.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,47999,0,1,<50k,Volkswagen_Golf R 20th Anniversary Edition,1280559,10.778935456339678,Volkswagen_2023,Volkswagen_633,Gasoline_633,Volkswagen_0,Gasoline_0,None reported_0,Volkswagen_Gasoline,None reported_Yes
Hyundai,Sonata Hybrid Limited,2015,66000,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Gray,At least 1 accident or damage reported,Yes,15900,0,9,50k-100k,Hyundai_Sonata Hybrid Limited,132990000,9.674074388208323,Hyundai_2015,Hyundai_66000,Hybrid_66000,Hyundai_0,Hybrid_0,At least 1 accident or damage reported_0,Hyundai_Hybrid,At least 1 accident or damage reported_Yes
Audi,RS 7 4.0T Prestige,2014,59715,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,45000,0,10,50k-100k,Audi_RS 7 4.0T Prestige,120266010,10.714417768752456,Audi_2014,Audi_59715,Gasoline_59715,Audi_0,Gasoline_0,At least 1 accident or damage reported_0,Audi_Gasoline,At least 1 accident or damage reported_Yes
BMW,740 Li,2012,85252,Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,18500,0,12,50k-100k,BMW_740 Li,171527024,9.825526011066415,BMW_2012,BMW_85252,Gasoline_85252,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
Mercedes-Benz,GLS 450 Base 4MATIC,2020,17900,Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,80000,0,4,<50k,Mercedes-Benz_GLS 450 Base 4MATIC,36158000,11.289781913656018,Mercedes-Benz_2020,Mercedes-Benz_17900,Hybrid_17900,Mercedes-Benz_0,Hybrid_0,At least 1 accident or damage reported_0,Mercedes-Benz_Hybrid,At least 1 accident or damage reported_Yes
BMW,M6 Base,2016,25500,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,55000,0,8,<50k,BMW_M6 Base,51408000,10.915088464214607,BMW_2016,BMW_25500,Gasoline_25500,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
Subaru,Forester 2.5 X,2004,210703,Gasoline,165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,M/T,Green,Beige,No,Unknown,2300,1,20,>200k,Subaru_Forester 2.5 X,422248812,7.7406644019172415,Subaru_2004,Subaru_210703,Gasoline_210703,Subaru_1,Gasoline_1,No_1,Subaru_Gasoline,No_Unknown
Hyundai,Elantra N Base,2023,3800,Gasoline,276.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,34000,0,1,<50k,Hyundai_Elantra N Base,7687400,10.4341158035983,Hyundai_2023,Hyundai_3800,Gasoline_3800,Hyundai_0,Gasoline_0,None reported_0,Hyundai_Gasoline,None reported_Yes
Kia,Niro Plug-In Hybrid EX Premium,2022,36602,Hybrid,1.6L I4 16V GDI DOHC Hybrid,6-Speed Automatic with Auto-Shift,Horizon Blue,Charcoal,None reported,Yes,31995,0,2,<50k,Kia_Niro Plug-In Hybrid EX Premium,74009244,10.37333491957356,Kia_2022,Kia_36602,Hybrid_36602,Kia_0,Hybrid_0,None reported_0,Kia_Hybrid,None reported_Yes
Rivian,R1S Adventure Package,2023,2800,Gasoline,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Green,None reported,Yes,92000,0,1,<50k,Rivian_R1S Adventure Package,5664400,11.429543856031177,Rivian_2023,Rivian_2800,Gasoline_2800,Rivian_0,Gasoline_0,None reported_0,Rivian_Gasoline,None reported_Yes
Aston,Martin DBS Superleggera,2021,2165,Gasoline,5.2L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,Black,Black,None reported,Yes,279950,0,3,<50k,Aston_Martin DBS Superleggera,4375465,12.54236629477704,Aston_2021,Aston_2165,Gasoline_2165,Aston_0,Gasoline_0,None reported_0,Aston_Gasoline,None reported_Yes
Mercedes-Benz,SLC 300 Base,2018,33000,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,29900,0,6,<50k,Mercedes-Benz_SLC 300 Base,66594000,10.305613759378778,Mercedes-Benz_2018,Mercedes-Benz_33000,Gasoline_33000,Mercedes-Benz_0,Gasoline_0,At least 1 accident or damage reported_0,Mercedes-Benz_Gasoline,At least 1 accident or damage reported_Yes
BMW,435 Gran Coupe i,2016,76009,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,24950,0,8,50k-100k,BMW_435 Gran Coupe i,153234144,10.124629101179664,BMW_2016,BMW_76009,Gasoline_76009,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
Jeep,Grand Cherokee Summit,2020,31349,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,Unknown,39366,1,4,<50k,Jeep_Grand Cherokee Summit,63324980,10.580657778572933,Jeep_2020,Jeep_31349,Gasoline_31349,Jeep_1,Gasoline_1,None reported_1,Jeep_Gasoline,None reported_Unknown
Lexus,RC 350 Base,2015,48000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Red,None reported,Yes,32900,0,9,<50k,Lexus_RC 350 Base,96720000,10.401227936753463,Lexus_2015,Lexus_48000,Gasoline_48000,Lexus_0,Gasoline_0,None reported_0,Lexus_Gasoline,None reported_Yes
BMW,525 i,2005,91420,Gasoline,215.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,8900,0,19,50k-100k,BMW_525 i,183297100,9.093806555720231,BMW_2005,BMW_91420,Gasoline_91420,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
Toyota,Corolla LE,2003,124756,Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,M/T,Beige,Beige,At least 1 accident or damage reported,Yes,4995,0,21,100k-150k,Toyota_Corolla LE,249886268,8.516192691082654,Toyota_2003,Toyota_124756,Gasoline_124756,Toyota_0,Gasoline_0,At least 1 accident or damage reported_0,Toyota_Gasoline,At least 1 accident or damage reported_Yes
Cadillac,CT5-V Blackwing,2023,2415,Gasoline,6.2L V8 16V GDI OHV Supercharged,10-Speed Automatic,Rift Metallic,Gray,None reported,Unknown,104900,1,1,<50k,Cadillac_CT5-V Blackwing,4885545,11.560762794384388,Cadillac_2023,Cadillac_2415,Gasoline_2415,Cadillac_1,Gasoline_1,None reported_1,Cadillac_Gasoline,None reported_Unknown
GMC,Acadia SLT-1,2012,116226,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,7900,0,12,100k-150k,GMC_Acadia SLT-1,233846712,8.974618038455112,GMC_2012,GMC_116226,Gasoline_116226,GMC_0,Gasoline_0,None reported_0,GMC_Gasoline,None reported_Yes
Lexus,LC 500 Base,2020,37869,Gasoline,5.0L V8 32V PDI DOHC,10-Speed Automatic,Atomic Silver,Rioja Red,None reported,Unknown,75950,1,4,<50k,Lexus_LC 500 Base,76495380,11.237830508023919,Lexus_2020,Lexus_37869,Gasoline_37869,Lexus_1,Gasoline_1,None reported_1,Lexus_Gasoline,None reported_Unknown
BMW,i8 Base,2019,41500,Plug-In Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,86000,0,5,<50k,BMW_i8 Base,83788500,11.362102575235644,BMW_2019,BMW_41500,Plug-In Hybrid_41500,BMW_0,Plug-In Hybrid_0,None reported_0,BMW_Plug-In Hybrid,None reported_Yes
Lexus,ES 300h Base,2013,87001,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Gold,Beige,None reported,Yes,17995,0,11,50k-100k,Lexus_ES 300h Base,175133013,9.79784922051313,Lexus_2013,Lexus_87001,Hybrid_87001,Lexus_0,Hybrid_0,None reported_0,Lexus_Hybrid,None reported_Yes
Cadillac,CT5-V V-Series,2022,4451,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,Summit White,Jet Black,At least 1 accident or damage reported,Yes,55655,0,2,<50k,Cadillac_CT5-V V-Series,8999922,10.926927199927325,Cadillac_2022,Cadillac_4451,Gasoline_4451,Cadillac_0,Gasoline_0,At least 1 accident or damage reported_0,Cadillac_Gasoline,At least 1 accident or damage reported_Yes
BMW,540 i xDrive,2020,27158,Gasoline,2.0 Liter Turbo,Automatic,Imperial Blue Metallic,Canberra Beige/Black,None reported,Unknown,39998,1,4,<50k,BMW_540 i xDrive,54859160,10.596584731846031,BMW_2020,BMW_27158,Gasoline_27158,BMW_1,Gasoline_1,None reported_1,BMW_Gasoline,None reported_Unknown
Chevrolet,Express 1500 Work Van,2014,139804,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,14500,0,10,100k-150k,Chevrolet_Express 1500 Work Van,281565256,9.581903928408666,Chevrolet_2014,Chevrolet_139804,Gasoline_139804,Chevrolet_0,Gasoline_0,At least 1 accident or damage reported_0,Chevrolet_Gasoline,At least 1 accident or damage reported_Yes
Jeep,Gladiator Rubicon,2022,27300,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,47500,0,2,<50k,Jeep_Gladiator Rubicon,55200600,10.768484990022733,Jeep_2022,Jeep_27300,Gasoline_27300,Jeep_0,Gasoline_0,None reported_0,Jeep_Gasoline,None reported_Yes
BMW,Z4 sDrive28i,2014,36812,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,27000,0,10,<50k,BMW_Z4 sDrive28i,74139368,10.203592144986466,BMW_2014,BMW_36812,Gasoline_36812,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
Land,Rover LR4 HSE LUX Landmark Edition,2016,144000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,18000,0,8,100k-150k,Land_Rover LR4 HSE LUX Landmark Edition,290304000,9.798127036878302,Land_2016,Land_144000,Gasoline_144000,Land_0,Gasoline_0,At least 1 accident or damage reported_0,Land_Gasoline,At least 1 accident or damage reported_Yes
Cadillac,XT4 Sport,2019,44500,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,White,None reported,Yes,28900,0,5,<50k,Cadillac_XT4 Sport,89845500,10.271596874100524,Cadillac_2019,Cadillac_44500,Gasoline_44500,Cadillac_0,Gasoline_0,None reported_0,Cadillac_Gasoline,None reported_Yes
BMW,750 750i xDrive,2021,10917,Gasoline,4.4 Liter Twin Turbo,Automatic,Black,Black,None reported,Unknown,73998,1,3,<50k,BMW_750 750i xDrive,22063257,11.211793344794042,BMW_2021,BMW_10917,Gasoline_10917,BMW_1,Gasoline_1,None reported_1,BMW_Gasoline,None reported_Unknown
Bentley,Arnage R,2005,8332,Gasoline,400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,47350,0,19,<50k,Bentley_Arnage R,16705660,10.765322098614224,Bentley_2005,Bentley_8332,Gasoline_8332,Bentley_0,Gasoline_0,None reported_0,Bentley_Gasoline,None reported_Yes
Lincoln,Aviator Reserve AWD,2020,51247,Gasoline,3.0 Liter GTDI,Automatic,Magnetic Gray Clearcoat,Roast,None reported,Unknown,47698,1,4,50k-100k,Lincoln_Aviator Reserve AWD,103518940,10.772644747276225,Lincoln_2020,Lincoln_51247,Gasoline_51247,Lincoln_1,Gasoline_1,None reported_1,Lincoln_Gasoline,None reported_Unknown
Mercedes-Benz,AMG GL AMG GL 63 4MATIC,2016,69000,Gasoline,550.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,36500,0,8,50k-100k,Mercedes-Benz_AMG GL AMG GL 63 4MATIC,139104000,10.505067539570582,Mercedes-Benz_2016,Mercedes-Benz_69000,Gasoline_69000,Mercedes-Benz_0,Gasoline_0,None reported_0,Mercedes-Benz_Gasoline,None reported_Yes
RAM,ProMaster 3500 High Roof,2021,147834,Gasoline,3.6L V6 24V MPFI DOHC,6-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,32662,0,3,100k-150k,RAM_ProMaster 3500 High Roof,298772514,10.393967601636689,RAM_2021,RAM_147834,Gasoline_147834,RAM_0,Gasoline_0,None reported_0,RAM_Gasoline,None reported_Yes
Ford,Utility Police Interceptor Base,2013,105000,E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,Yes,6600,0,11,100k-150k,Ford_Utility Police Interceptor Base,211365000,8.794824928014517,Ford_2013,Ford_105000,E85 Flex Fuel_105000,Ford_0,E85 Flex Fuel_0,At least 1 accident or damage reported_0,Ford_E85 Flex Fuel,At least 1 accident or damage reported_Yes
Audi,A5 2.0T Premium,2011,92203,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,9995,0,13,50k-100k,Audi_A5 2.0T Premium,185420233,9.209840246934501,Audi_2011,Audi_92203,Gasoline_92203,Audi_0,Gasoline_0,None reported_0,Audi_Gasoline,None reported_Yes
Nissan,GT-R Premium,2010,15600,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,69500,0,14,<50k,Nissan_GT-R Premium,31356000,11.149082031552883,Nissan_2010,Nissan_15600,Gasoline_15600,Nissan_0,Gasoline_0,None reported_0,Nissan_Gasoline,None reported_Yes
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2018,104700,Gasoline,V6,Automatic,Fuji White,Ivory / Ebony,At least 1 accident or damage reported,Unknown,30775,1,6,100k-150k,Land_Rover Range Rover Sport 3.0L Supercharged HSE,211284600,10.334457951052654,Land_2018,Land_104700,Gasoline_104700,Land_1,Gasoline_1,At least 1 accident or damage reported_1,Land_Gasoline,At least 1 accident or damage reported_Unknown
Toyota,Corolla LE,2010,72348,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,9995,0,14,50k-100k,Toyota_Corolla LE,145419480,9.209840246934501,Toyota_2010,Toyota_72348,Gasoline_72348,Toyota_0,Gasoline_0,At least 1 accident or damage reported_0,Toyota_Gasoline,At least 1 accident or damage reported_Yes
Rivian,R1S Adventure Package,2023,2500,Gasoline,835.0HP Electric Motor Electric Fuel System,A/T,Green,White,None reported,Yes,94000,0,1,<50k,Rivian_R1S Adventure Package,5057500,11.451050061252142,Rivian_2023,Rivian_2500,Gasoline_2500,Rivian_0,Gasoline_0,None reported_0,Rivian_Gasoline,None reported_Yes
Mercedes-Benz,C-Class C300 4MATIC,2022,13177,Gasoline,2.0 Liter Turbo,Automatic,White,Silk Beige/Black,None reported,Unknown,44798,1,2,<50k,Mercedes-Benz_C-Class C300 4MATIC,26643894,10.709918774549411,Mercedes-Benz_2022,Mercedes-Benz_13177,Gasoline_13177,Mercedes-Benz_1,Gasoline_1,None reported_1,Mercedes-Benz_Gasoline,None reported_Unknown
Porsche,Cayenne E-Hybrid S,2016,96000,Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,23000,0,8,50k-100k,Porsche_Cayenne E-Hybrid S,193536000,10.043249494911286,Porsche_2016,Porsche_96000,Plug-In Hybrid_96000,Porsche_0,Plug-In Hybrid_0,At least 1 accident or damage reported_0,Porsche_Plug-In Hybrid,At least 1 accident or damage reported_Yes
Chevrolet,Express 1500 Work Van,2011,93009,E85 Flex Fuel,5.3L V8 16V MPFI OHV Flexible Fuel,4-Speed Automatic,Summit White,Medium Pewter,None reported,Yes,22495,0,13,50k-100k,Chevrolet_Express 1500 Work Van,187041099,10.021048341275273,Chevrolet_2011,Chevrolet_93009,E85 Flex Fuel_93009,Chevrolet_0,E85 Flex Fuel_0,None reported_0,Chevrolet_E85 Flex Fuel,None reported_Yes
INFINITI,Q70h Base,2016,52750,Hybrid,360.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,28998,0,8,50k-100k,INFINITI_Q70h Base,106344000,10.274982141073139,INFINITI_2016,INFINITI_52750,Hybrid_52750,INFINITI_0,Hybrid_0,At least 1 accident or damage reported_0,INFINITI_Hybrid,At least 1 accident or damage reported_Yes
Audi,A7 Premium Plus,2020,25361,Hybrid,3.0 Liter Turbo,Automatic,Typhoon Gray,Black,None reported,Unknown,49998,1,4,<50k,Audi_A7 Premium Plus,51229220,10.819738283610262,Audi_2020,Audi_25361,Hybrid_25361,Audi_1,Hybrid_1,None reported_1,Audi_Hybrid,None reported_Unknown
Audi,Q7 3.0T Premium Plus,2015,98527,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,No,Unknown,9995,1,9,50k-100k,Audi_Q7 3.0T Premium Plus,198531905,9.209840246934501,Audi_2015,Audi_98527,Gasoline_98527,Audi_1,Gasoline_1,No_1,Audi_Gasoline,No_Unknown
Lucid,Air Pure,2023,1300,Gasoline,620.0HP Electric Motor Electric Fuel System,A/T,Black,Gray,No,Unknown,86900,1,1,<50k,Lucid_Air Pure,2629900,11.372513311253483,Lucid_2023,Lucid_1300,Gasoline_1300,Lucid_1,Gasoline_1,No_1,Lucid_Gasoline,No_Unknown
Chrysler,Pacifica Touring,2017,87305,–,–,9-Speed A/T,Silver,Black,None reported,Yes,9000,0,7,50k-100k,Chrysler_Pacifica Touring,176094185,9.104979856318357,Chrysler_2017,Chrysler_87305,–_87305,Chrysler_0,–_0,None reported_0,Chrysler_–,None reported_Yes
Audi,TTS 2.0T Premium Plus,2012,72922,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,No,Unknown,25999,1,12,50k-100k,Audi_TTS 2.0T Premium Plus,146719064,10.165813354725493,Audi_2012,Audi_72922,Gasoline_72922,Audi_1,Gasoline_1,No_1,Audi_Gasoline,No_Unknown
BMW,650 Gran Coupe i xDrive,2015,41000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,30000,0,9,<50k,BMW_650 Gran Coupe i xDrive,82615000,10.308952660644293,BMW_2015,BMW_41000,Gasoline_41000,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
Subaru,Forester Premium,2021,42125,Gasoline,2.5L H4 16V GDI DOHC,Automatic CVT,Crystal Black Silica,Black,None reported,Yes,27899,0,3,<50k,Subaru_Forester Premium,85134625,10.236346124873199,Subaru_2021,Subaru_42125,Gasoline_42125,Subaru_0,Gasoline_0,None reported_0,Subaru_Gasoline,None reported_Yes
Mercedes-Benz,AMG C AMG C 63,2016,62000,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,40000,0,8,50k-100k,Mercedes-Benz_AMG C AMG C 63,124992000,10.596634733096073,Mercedes-Benz_2016,Mercedes-Benz_62000,Gasoline_62000,Mercedes-Benz_0,Gasoline_0,None reported_0,Mercedes-Benz_Gasoline,None reported_Yes
Land,Rover LR3 HSE,2006,153843,Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,9950,0,18,150k-200k,Land_Rover LR3 HSE,308609058,9.205327830152639,Land_2006,Land_153843,Gasoline_153843,Land_0,Gasoline_0,At least 1 accident or damage reported_0,Land_Gasoline,At least 1 accident or damage reported_Yes
BMW,X7 xDrive40i,2019,35248,Gasoline,3.0 Liter Twin Turbo,Automatic,Arctic Gray Metallic,Black,None reported,Unknown,53998,1,5,<50k,BMW_X7 xDrive40i,71165712,10.896702287823487,BMW_2019,BMW_35248,Gasoline_35248,BMW_1,Gasoline_1,None reported_1,BMW_Gasoline,None reported_Unknown
Ford,Transit Connect XLT,2015,194454,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,9888,0,9,150k-200k,Ford_Transit Connect XLT,391824810,9.199077179697472,Ford_2015,Ford_194454,Gasoline_194454,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
